name,album,release_date,track_number,id,uri,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,duration_ms,pca_1,pca_2,cluster
Girl At Home,Red (Deluxe Edition),2012-10-22,19,6VFpuI0DDmbC5UyWZQ4IRY,spotify:track:6VFpuI0DDmbC5UyWZQ4IRY,0.272,0.733,0.59,0.0,0.134,-5.86,0.0284,125.048,0.633,38,220840,1.0352670845275622,1.3406705507361705,4
Treacherous - Original Demo Recording,Red (Deluxe Edition),2012-10-22,20,7skiELMb9SiQCcBpsExIJf,spotify:track:7skiELMb9SiQCcBpsExIJf,0.175,0.828,0.64,6.14e-05,0.0991,-8.248,0.0355,109.993,0.519,35,240266,0.6347283984002993,2.014791374088432,4
Red - Original Demo Recording,Red (Deluxe Edition),2012-10-22,21,2OghnlGqZZsFzHjG0CSE9l,spotify:track:2OghnlGqZZsFzHjG0CSE9l,0.113,0.678,0.902,0.000235,0.0705,-4.659,0.0358,124.998,0.637,37,227080,2.337241388000889,1.0597568945658256,4
State Of Grace - Acoustic,Red (Deluxe Edition),2012-10-22,22,5mfDBWY7ncZFm7ykmFTG4i,spotify:track:5mfDBWY7ncZFm7ykmFTG4i,0.664,0.626,0.118,0.000169,0.127,-15.91,0.0305,105.597,0.0682,38,323080,-3.891756079424713,0.1389495973964782,1
Sparks Fly - Live/2011,Speak Now World Tour Live,2010-10-25,1,1aBJNc2thaKyh5THWzIqHX,spotify:track:1aBJNc2thaKyh5THWzIqHX,0.00917,0.455,0.783,0.0,0.918,-5.184,0.0393,114.981,0.298,42,336826,1.6736573264310455,-2.53813543765353,3
Mine - Live/2011,Speak Now World Tour Live,2010-10-25,2,7yndkPYP6YQQLBpPsizDfh,spotify:track:7yndkPYP6YQQLBpPsizDfh,0.00233,0.496,0.852,0.0,0.554,-4.775,0.0373,120.969,0.442,40,259279,2.102044851435703,-1.3568473410043893,3
The Story Of Us - Live,Speak Now World Tour Live,2010-10-25,3,72GIZuUXo14oyrS0si3Rgc,spotify:track:72GIZuUXo14oyrS0si3Rgc,0.00048,0.419,0.908,0.0,0.815,-5.156,0.0651,139.813,0.472,41,290520,2.3588162650524986,-2.398929468097813,3
Mean - Live/2011,Speak Now World Tour Live,2010-10-25,4,7mFiEij8AXPUZB7aKLbUlQ,spotify:track:7mFiEij8AXPUZB7aKLbUlQ,0.154,0.429,0.915,0.0,0.693,-4.373,0.069,163.752,0.432,40,246373,2.286609868203143,-2.470146335880603,3
Ours - Live/2011,Speak Now World Tour Live,2010-10-25,5,68QyrSzpnoU04AAhE5z8lj,spotify:track:68QyrSzpnoU04AAhE5z8lj,0.715,0.421,0.355,0.0,0.867,-10.21,0.0298,77.769,0.267,39,245973,-1.803522061940671,-2.1298342378844466,3
Back To December/Apologize/You're Not Sorry - Live/2011/Medley,Speak Now World Tour Live,2010-10-25,6,1IsquhJFJ0qcFZI7FeAEuN,spotify:track:1IsquhJFJ0qcFZI7FeAEuN,0.155,0.374,0.516,0.0,0.795,-8.745,0.0294,142.057,0.171,46,362826,-0.14501132565794927,-3.213404812659195,3
Better Than Revenge - Live/2011,Speak Now World Tour Live,2010-10-25,7,6505MLhnqTDDg4tjoUz2Wp,spotify:track:6505MLhnqTDDg4tjoUz2Wp,0.00306,0.445,0.887,2.67e-05,0.931,-5.629,0.0768,145.954,0.386,41,344573,2.1315529748253867,-2.6602078469512644,3
Speak Now - Live/2011,Speak Now World Tour Live,2010-10-25,8,3QFB14MOUf3imlyISNmrbT,spotify:track:3QFB14MOUf3imlyISNmrbT,0.0636,0.615,0.694,1.28e-06,0.83,-5.251,0.0318,118.876,0.373,40,248146,1.518212075179474,-1.272425870167977,3
Last Kiss - Live/2011,Speak Now World Tour Live,2010-10-25,9,6hH37tyeRdyan1mAppmVor,spotify:track:6hH37tyeRdyan1mAppmVor,0.205,0.427,0.395,8.73e-06,0.701,-12.551,0.0291,79.517,0.188,40,369066,-1.5513903895968908,-1.8299749754985433,3
Drops Of Jupiter - Live/2011,Speak Now World Tour Live,2010-10-25,10,0BSmbCIY36iw04azzJ3S0S,spotify:track:0BSmbCIY36iw04azzJ3S0S,0.806,0.374,0.504,0.0,0.76,-8.407,0.0392,109.025,0.27,46,315173,-1.106335363571127,-2.6144867928993634,3
Bette Davis Eyes - Live/2011,Speak Now World Tour Live,2010-10-25,11,6KF9xd2hBLuexrmBX4vUWD,spotify:track:6KF9xd2hBLuexrmBX4vUWD,0.713,0.327,0.488,0.0,0.837,-9.287,0.0322,104.46,0.363,42,189146,-1.0236022334273753,-2.7903267462772403,3
I Want You Back - Live/2011,Speak Now World Tour Live,2010-10-25,12,4KB3zBArZ1rHRExilzycaV,spotify:track:4KB3zBArZ1rHRExilzycaV,0.794,0.536,0.512,0.000122,0.497,-6.794,0.0341,97.397,0.249,41,83253,-0.8728192727792162,-1.0862193667617126,3
Dear John - Live/2011,Speak Now World Tour Live,2010-10-25,13,4DbI1rr4IQ2bc8nejy9ttd,spotify:track:4DbI1rr4IQ2bc8nejy9ttd,0.0157,0.521,0.386,0.0,0.884,-8.784,0.0301,119.518,0.138,40,404680,-0.36834267876998594,-2.2632179826019456,3
Enchanted - Live/2011,Speak Now World Tour Live,2010-10-25,14,3lm4L3pPL32PFy74dR17OR,spotify:track:3lm4L3pPL32PFy74dR17OR,0.0747,0.34,0.663,2.34e-06,0.563,-5.597,0.0331,163.678,0.214,42,389213,1.0446847731716475,-3.223971487711535,3
Haunted - Live/2011,Speak Now World Tour Live,2010-10-25,15,6znB7YZhMJT2B83zfbiyLq,spotify:track:6znB7YZhMJT2B83zfbiyLq,0.0245,0.338,0.818,0.0,0.889,-7.495,0.0496,162.157,0.177,41,292426,1.2444729358653872,-3.8668529218284378,3
Long Live - Live/2011,Speak Now World Tour Live,2010-10-25,16,5QkzyLUb4ggojNDp8G2OxX,spotify:track:5QkzyLUb4ggojNDp8G2OxX,0.0053,0.544,0.728,0.0,0.865,-5.838,0.0282,101.939,0.204,41,376466,1.2181357205247547,-1.9459468299441143,3
Mine - POP Mix,Speak Now (Deluxe Package),2010-01-01,1,0OAHsZ8vrS2NKom3cvfJQD,spotify:track:0OAHsZ8vrS2NKom3cvfJQD,0.00461,0.696,0.768,1.21e-06,0.101,-3.863,0.0308,121.05,0.692,42,230546,2.3698871003408186,1.272042716363312,4
Sparks Fly,Speak Now (Deluxe Package),2010-01-01,2,09cM9BjyNFizKUOXh6j9rT,spotify:track:09cM9BjyNFizKUOXh6j9rT,0.0387,0.608,0.785,0.0,0.158,-2.976,0.0311,114.985,0.376,52,260946,1.9579233619048577,-0.020247147202326635,4
Back To December,Speak Now (Deluxe Package),2010-01-01,3,0tr6XR58KBdDYd8qvHVTs8,spotify:track:0tr6XR58KBdDYd8qvHVTs8,0.0202,0.517,0.606,0.0,0.324,-5.797,0.0289,141.929,0.296,64,293040,0.9572703014324757,-1.2382876941480134,5
Speak Now,Speak Now (Deluxe Package),2010-01-01,4,2PBghI9zJkQEWBzMSMo2Ki,spotify:track:2PBghI9zJkQEWBzMSMo2Ki,0.101,0.708,0.601,0.0,0.0979,-3.75,0.0306,118.962,0.742,52,240773,1.8474812159844305,1.510269302397807,4
Dear John,Speak Now (Deluxe Package),2010-01-01,5,1GeLxMgpeCnMJntwyW6rLw,spotify:track:1GeLxMgpeCnMJntwyW6rLw,0.183,0.583,0.468,1.65e-06,0.111,-5.378,0.0278,119.375,0.126,46,403887,-0.04468291312418196,-0.5199641176792128,0
Mean,Speak Now (Deluxe Package),2010-01-01,6,6yM6QsnTCTVOkKEvg3hGlo,spotify:track:6yM6QsnTCTVOkKEvg3hGlo,0.445,0.57,0.747,0.0,0.219,-3.978,0.0426,164.004,0.808,55,237746,1.986917180415664,0.04568063163830703,4
The Story Of Us,Speak Now (Deluxe Package),2010-01-01,7,7vBlnGdfOLzVEqiOQQxeU8,spotify:track:7vBlnGdfOLzVEqiOQQxeU8,0.000315,0.575,0.855,0.00161,0.0419,-4.827,0.0467,139.92,0.84,41,265636,2.669327059901274,0.8199105884583934,4
Never Grow Up,Speak Now (Deluxe Package),2010-01-01,8,57w0Uyk2jJAkO2hMJ36xJZ,spotify:track:57w0Uyk2jJAkO2hMJ36xJZ,0.829,0.715,0.308,0.0,0.16,-8.829,0.0305,124.899,0.547,46,290480,-1.314878445318741,1.1199755761064163,1
Enchanted,Speak Now (Deluxe Package),2010-01-01,9,3sqrvkNC6IPTIXvvbx9Arw,spotify:track:3sqrvkNC6IPTIXvvbx9Arw,0.0716,0.535,0.618,0.000388,0.169,-3.913,0.0273,81.975,0.228,72,352200,0.8304645311474116,-0.38356739518120303,0
Better Than Revenge,Speak Now (Deluxe Package),2010-01-01,10,55mh9j2aB7xZ1Oh463gK8k,spotify:track:55mh9j2aB7xZ1Oh463gK8k,0.0167,0.519,0.917,2.06e-05,0.359,-3.185,0.0887,145.882,0.652,54,217173,2.8898641149149515,-0.5469299175967782,4
Innocent,Speak Now (Deluxe Package),2010-01-01,11,4LraIz87diVQdDK0rhi0S4,spotify:track:4LraIz87diVQdDK0rhi0S4,0.202,0.553,0.604,0.0,0.125,-5.295,0.0258,133.989,0.186,40,302266,0.49291741897696956,-0.8117186149680445,5
Haunted,Speak Now (Deluxe Package),2010-01-01,12,72idZxdEHLbi2YI486c3sE,spotify:track:72idZxdEHLbi2YI486c3sE,0.0769,0.434,0.944,0.0,0.151,-2.641,0.0581,162.02,0.361,48,242093,2.483465123041732,-1.5805974314386857,5
Last Kiss,Speak Now (Deluxe Package),2010-01-01,13,1VCJ7vk3Y2DoJIAEOXe3V8,spotify:track:1VCJ7vk3Y2DoJIAEOXe3V8,0.581,0.359,0.329,3.75e-05,0.0979,-9.531,0.0293,84.358,0.208,46,367146,-1.9574487657172508,-1.1699493123836757,1
Long Live,Speak Now (Deluxe Package),2010-01-01,14,7BFc7ffruhZ4Hecnqf5xju,spotify:track:7BFc7ffruhZ4Hecnqf5xju,0.0426,0.412,0.682,7.47e-05,0.106,-4.319,0.0339,203.959,0.146,47,317960,1.3040098488404603,-2.4941689607511766,5
Ours,Speak Now (Deluxe Package),2010-01-01,15,0hK93KD6Y0j9giUGh4Valj,spotify:track:0hK93KD6Y0j9giUGh4Valj,0.505,0.61,0.556,0.0,0.0851,-7.369,0.0285,159.838,0.192,47,238173,-0.35708093076572883,-0.5938398297917279,5
If This Was A Movie,Speak Now (Deluxe Package),2010-01-01,16,5tSmAABuoOfR59lrtXdDqm,spotify:track:5tSmAABuoOfR59lrtXdDqm,0.154,0.515,0.724,4.05e-06,0.269,-3.498,0.0267,147.788,0.257,46,234546,1.468029649524207,-1.415854992039225,5
Superman,Speak Now (Deluxe Package),2010-01-01,17,6aJ0ipi4EPmu1aTbFeXZnw,spotify:track:6aJ0ipi4EPmu1aTbFeXZnw,0.0187,0.582,0.817,1.94e-06,0.101,-3.718,0.0337,131.983,0.547,40,276266,2.2647486401282784,0.1385549041275206,4
Back To December - Acoustic,Speak Now (Deluxe Package),2010-01-01,18,7k7BOXE4u6luKTwcLEAyrd,spotify:track:7k7BOXE4u6luKTwcLEAyrd,0.731,0.541,0.451,0.0,0.197,-6.522,0.027,141.713,0.333,49,292533,-0.6681869879749862,-0.7719207249454841,1
Haunted - Acoustic Version,Speak Now (Deluxe Package),2010-01-01,19,6SdBf0ZsJZoKaH5zcDaz9X,spotify:track:6SdBf0ZsJZoKaH5zcDaz9X,0.841,0.574,0.462,0.0,0.28,-5.124,0.0252,80.858,0.314,44,217626,-0.7945987493173469,-0.17821869085974354,0
Mine,Speak Now (Deluxe Package),2010-01-01,20,67Io3gxHwfbUreBf114c0u,spotify:track:67Io3gxHwfbUreBf114c0u,0.00327,0.621,0.78,4.55e-06,0.184,-2.934,0.0297,121.038,0.672,58,230773,2.547669308517892,0.567252298503114,4
Back To December,Speak Now (Deluxe Package),2010-01-01,21,5aNkiOMxQXkpoEY5bTYoCh,spotify:track:5aNkiOMxQXkpoEY5bTYoCh,0.113,0.525,0.676,0.0,0.294,-4.684,0.0294,141.95,0.281,35,293040,1.193605500245211,-1.224569582130868,5
The Story Of Us,Speak Now (Deluxe Package),2010-01-01,22,2jt90bYlYDg1lXYWES34LJ,spotify:track:2jt90bYlYDg1lXYWES34LJ,0.00487,0.546,0.809,0.000372,0.0437,-3.621,0.041,139.91,0.649,53,266480,2.4364413763350186,0.18771395778632072,4
Jump Then Fall,Fearless (Platinum Edition),2008-11-11,1,6WWvcA62QlnRguluWAk6bv,spotify:track:6WWvcA62QlnRguluWAk6bv,0.111,0.618,0.687,0.0,0.0693,-5.737,0.0271,79.991,0.82,42,237066,1.6095483391795793,1.6378168795712453,4
Untouchable,Fearless (Platinum Edition),2008-11-11,2,6ovFJkdau79DuXEvQjPaNH,spotify:track:6ovFJkdau79DuXEvQjPaNH,0.0583,0.419,0.454,3.78e-06,0.0974,-6.809,0.0335,200.017,0.288,44,311040,0.3797278844072736,-1.9503206519339653,5
Forever & Always - Piano Version,Fearless (Platinum Edition),2008-11-11,3,13MAWVUSkbGMUi6I7RowRK,spotify:track:13MAWVUSkbGMUi6I7RowRK,0.852,0.592,0.16,0.0,0.116,-10.785,0.0347,118.929,0.294,41,267506,-2.674871274355518,0.10049944012498882,1
Come In With The Rain,Fearless (Platinum Edition),2008-11-11,4,0cEG04R5cldkTLzK6phlcn,spotify:track:0cEG04R5cldkTLzK6phlcn,0.0961,0.527,0.461,2.47e-06,0.24,-6.172,0.0256,143.94,0.23,40,238093,0.23125486000011358,-1.1392715948439904,5
SuperStar,Fearless (Platinum Edition),2008-11-11,5,0XfTh16YcKPzdxMPTeKTAq,spotify:track:0XfTh16YcKPzdxMPTeKTAq,0.367,0.61,0.531,0.0,0.351,-6.123,0.0239,85.979,0.228,39,261453,-0.1462450508871867,-0.27878064765262117,0
The Other Side Of The Door,Fearless (Platinum Edition),2008-11-11,6,1yDJcXc549N6AabNBzFAku,spotify:track:1yDJcXc549N6AabNBzFAku,0.169,0.476,0.816,0.0,0.238,-4.279,0.0347,163.847,0.469,40,237600,1.9478509402983952,-1.2911025798805251,5
Fearless,Fearless (Platinum Edition),2008-11-11,7,2okho7vU7Nsq1UZD0kgIMi,spotify:track:2okho7vU7Nsq1UZD0kgIMi,0.0364,0.598,0.714,1.04e-06,0.31,-4.397,0.0273,99.979,0.467,51,242000,1.6373987759404753,0.024044477974640256,4
Fifteen,Fearless (Platinum Edition),2008-11-11,8,5Ora3Ish2A1JN5veGYTxhw,spotify:track:5Ora3Ish2A1JN5veGYTxhw,0.0728,0.559,0.636,0.0,0.144,-4.4,0.0263,95.485,0.214,40,294346,0.8298119689311336,-0.3558331215558765,0
Love Story,Fearless (Platinum Edition),2008-11-11,9,5hnJCRSo4pxRsaEwT9YusG,spotify:track:5hnJCRSo4pxRsaEwT9YusG,0.157,0.618,0.736,0.0,0.073,-3.937,0.0308,118.982,0.307,57,235280,1.3316819770973958,0.05256130876174722,0
Hey Stephen,Fearless (Platinum Edition),2008-11-11,10,3CI1f4yLwdHzcUnH7o0Xyh,spotify:track:3CI1f4yLwdHzcUnH7o0Xyh,0.168,0.843,0.553,2.66e-06,0.107,-7.348,0.0317,115.997,0.825,44,254320,1.1225763503010413,2.654710990321287,4
White Horse,Fearless (Platinum Edition),2008-11-11,11,5yKB8qcTSflDercM2PXwot,spotify:track:5yKB8qcTSflDercM2PXwot,0.302,0.585,0.346,0.0,0.102,-8.014,0.0256,92.564,0.195,42,234440,-1.0747991066415854,0.04896771474947705,0
You Belong With Me,Fearless (Platinum Edition),2008-11-11,12,4kgTdThcDHfuDS2kKxB7Lc,spotify:track:4kgTdThcDHfuDS2kKxB7Lc,0.164,0.687,0.771,2.46e-05,0.112,-4.424,0.0384,129.964,0.445,58,231146,1.648152959126743,0.6013816440613526,4
Breathe,Fearless (Platinum Edition),2008-11-11,13,23qIWGhpwvDgC23TyZOUck,spotify:track:23qIWGhpwvDgC23TyZOUck,0.373,0.498,0.486,0.0,0.113,-7.384,0.0273,147.952,0.17,39,263986,-0.49204351231160137,-1.2230015898364566,5
Tell Me Why,Fearless (Platinum Edition),2008-11-11,14,4x7Gxk2GfwZJcqpoVT1PbR,spotify:track:4x7Gxk2GfwZJcqpoVT1PbR,0.0606,0.601,0.852,3.41e-06,0.37,-3.096,0.0386,100.015,0.513,41,200560,2.3280298946866917,-0.023721115916464336,4
You're Not Sorry,Fearless (Platinum Edition),2008-11-11,15,3JhvYnOfKLJuWC7jEU0GmJ,spotify:track:3JhvYnOfKLJuWC7jEU0GmJ,0.13,0.459,0.459,2.3e-06,0.113,-4.126,0.0275,134.018,0.281,43,261800,0.5147761403512838,-1.1485867338651248,5
The Way I Loved You,Fearless (Platinum Edition),2008-11-11,16,4pEZUytwBzha5Un6m3SCFf,spotify:track:4pEZUytwBzha5Un6m3SCFf,0.0322,0.436,0.712,0.0,0.111,-3.689,0.0329,160.886,0.379,49,244240,1.7350944999374998,-1.423883617612896,5
Forever & Always,Fearless (Platinum Edition),2008-11-11,17,3NKCWBT2uKp8rxSkcvIrdX,spotify:track:3NKCWBT2uKp8rxSkcvIrdX,0.0907,0.605,0.829,0.0,0.106,-4.993,0.0549,128.012,0.514,44,225333,1.8596743290598285,0.34727720646602217,4
The Best Day,Fearless (Platinum Edition),2008-11-11,18,7CjuAoOiSrwWv7wJonAUmw,spotify:track:7CjuAoOiSrwWv7wJonAUmw,0.611,0.664,0.447,1e-06,0.139,-8.535,0.0292,126.079,0.364,41,245346,-0.8662624663237616,0.42088035003347807,1
Change,Fearless (Platinum Edition),2008-11-11,19,3gFaNwyiafgUoQhR0pHYA9,spotify:track:3gFaNwyiafgUoQhR0pHYA9,0.00471,0.548,0.756,0.0,0.117,-4.175,0.036,96.038,0.224,40,281053,1.3073471126161258,-0.35263267643679663,0
Love Story - Live From Clear Channel Stripped 2008,Live From Clear Channel Stripped 2008,2008-06-28,1,4RBKAqJ3qyvvriDG0s9IJ3,spotify:track:4RBKAqJ3qyvvriDG0s9IJ3,0.659,0.741,0.444,0.0,0.131,-7.031,0.0311,119.006,0.512,36,221028,-0.417006489409425,1.2516160450285647,0
Fearless - Live From Clear Channel Stripped 2008,Live From Clear Channel Stripped 2008,2008-06-28,2,5g7RMU3cV7zXWH244BLe7G,spotify:track:5g7RMU3cV7zXWH244BLe7G,0.814,0.623,0.266,0.0,0.145,-5.894,0.026,96.601,0.467,35,198247,-1.1646414515913426,0.6270216704817386,1
Beautiful Eyes - Live From Clear Channel Stripped 2008,Live From Clear Channel Stripped 2008,2008-06-28,3,4aBW31cmkA7BLColUsMEeZ,spotify:track:4aBW31cmkA7BLColUsMEeZ,0.596,0.627,0.704,0.0,0.0598,-3.739,0.0269,98.958,0.457,38,176316,0.7827133586160026,0.6135888912638258,4
Untouchable - Live From Clear Channel Stripped 2008,Live From Clear Channel Stripped 2008,2008-06-28,4,4MbHDiHQjhmoVAV75G04Ql,spotify:track:4MbHDiHQjhmoVAV75G04Ql,0.856,0.731,0.184,0.0,0.0927,-9.235,0.0418,102.404,0.331,32,222959,-2.2871633256382573,1.2230362252813827,1
Teardrops On My Guitar - Live From Clear Channel Stripped 2008,Live From Clear Channel Stripped 2008,2008-06-28,5,4DjevQhsPWULcondN4mRh5,spotify:track:4DjevQhsPWULcondN4mRh5,0.664,0.344,0.801,0.0,0.106,-5.373,0.0574,204.489,0.615,31,196346,1.2356915312993302,-1.9022025739314514,5
Picture To Burn - Live From Clear Channel Stripped 2008,Live From Clear Channel Stripped 2008,2008-06-28,6,7EvU9pRoJ9Xs7anx0P7tEc,spotify:track:7EvU9pRoJ9Xs7anx0P7tEc,0.266,0.647,0.872,0.0,0.419,-1.953,0.0524,105.798,0.684,30,173899,2.626739799324602,0.4420125693667147,4
Should've Said No - Live From Clear Channel Stripped 2008,Live From Clear Channel Stripped 2008,2008-06-28,7,5a9hUL6ZuiagZhazwrtwHF,spotify:track:5a9hUL6ZuiagZhazwrtwHF,0.399,0.429,0.808,0.0,0.0884,-3.004,0.0677,171.537,0.438,31,228473,1.6724422686362634,-1.3790349726197677,5
Change - Live From Clear Channel Stripped 2008,Live From Clear Channel Stripped 2008,2008-06-28,8,69o9kr9UexjzeZDE8yD8dQ,spotify:track:69o9kr9UexjzeZDE8yD8dQ,0.156,0.243,0.712,0.0,0.111,-4.307,0.0577,202.319,0.273,28,258487,1.3162413122405632,-3.189008236510885,5
Tim McGraw,Taylor Swift,2006-10-24,1,2Fn01AIMyHbha2ceNQeOqw,spotify:track:2Fn01AIMyHbha2ceNQeOqw,0.575,0.58,0.491,0.0,0.121,-6.462,0.0251,76.009,0.425,55,232106,-0.46083458542773564,0.5288836023771345,0
Picture To Burn,Taylor Swift,2006-10-24,2,4BYejINgfZF0qKDMEH2cim,spotify:track:4BYejINgfZF0qKDMEH2cim,0.173,0.658,0.877,0.0,0.0962,-2.098,0.0323,105.586,0.821,60,173066,2.8857493348009573,1.3920096225425964,4
Teardrops On My Guitar - Radio Single Remix,Taylor Swift,2006-10-24,3,2TF4UtYreqNbQ6Z9AccldU,spotify:track:2TF4UtYreqNbQ6Z9AccldU,0.288,0.621,0.417,0.0,0.119,-6.941,0.0231,99.953,0.289,63,203040,-0.4297402308758886,0.2922362399938623,0
A Place in this World,Taylor Swift,2006-10-24,4,1oR4MUBpyNrAViC8wPNpfm,spotify:track:1oR4MUBpyNrAViC8wPNpfm,0.051,0.576,0.777,0.0,0.32,-2.881,0.0324,115.028,0.428,55,199200,2.070617017622344,-0.4283911761797765,4
Cold As You,Taylor Swift,2006-10-24,5,569sXXQ7t0jSdqHooi2yqs,spotify:track:569sXXQ7t0jSdqHooi2yqs,0.217,0.418,0.482,0.0,0.123,-5.769,0.0266,175.558,0.261,55,239013,0.2808195441633577,-1.8797262529119163,5
The Outside,Taylor Swift,2006-10-24,6,5Tj2MqcFMf60CaGsKbM1aq,spotify:track:5Tj2MqcFMf60CaGsKbM1aq,0.00491,0.589,0.805,0.0,0.24,-4.055,0.0293,112.982,0.591,54,207106,2.241238035869468,0.20459209747131757,4
Tied Together with a Smile,Taylor Swift,2006-10-24,7,2zzxwmoOBnXDT0KnJsoIWk,spotify:track:2zzxwmoOBnXDT0KnJsoIWk,0.525,0.479,0.578,0.0,0.0841,-4.963,0.0294,146.165,0.192,53,248106,0.004140561708466392,-1.328181431457844,5
Stay Beautiful,Taylor Swift,2006-10-24,8,41sjzdjScVwnxnxADElts6,spotify:track:41sjzdjScVwnxnxADElts6,0.0868,0.594,0.629,0.0,0.137,-4.919,0.0246,131.597,0.504,53,236053,1.3572919481567793,0.10402896285374218,4
Should've Said No,Taylor Swift,2006-10-24,9,6CdaXOq1MWe2JHDalTG01d,spotify:track:6CdaXOq1MWe2JHDalTG01d,0.0103,0.476,0.777,0.0,0.196,-3.771,0.0289,167.964,0.472,60,242200,2.1856334148293195,-1.2555902176198581,5
Mary's Song (Oh My My My),Taylor Swift,2006-10-24,10,2O8sogKJCfVZ4rotBv1vVF,spotify:track:2O8sogKJCfVZ4rotBv1vVF,0.0177,0.403,0.627,0.0,0.182,-5.28,0.0292,74.9,0.374,55,213080,0.8343618622787994,-0.7750541153740547,0
Our Song,Taylor Swift,2006-10-24,11,1j6gmK6u4WNI33lMZ8dC1s,spotify:track:1j6gmK6u4WNI33lMZ8dC1s,0.111,0.668,0.672,0.0,0.329,-4.931,0.0303,89.011,0.539,65,201106,1.4118007055648052,0.7180828720404688,4
I'm Only Me When I'm With You,Taylor Swift,2006-10-24,12,7CzxXgQXurKZCyHz9ufbo1,spotify:track:7CzxXgQXurKZCyHz9ufbo1,0.00452,0.563,0.934,0.000807,0.103,-3.629,0.0646,143.964,0.518,55,213053,2.588644981039798,-0.10084686183696483,4
Invisible,Taylor Swift,2006-10-24,13,1k3PzDNjg38cWqOvL4M9vq,spotify:track:1k3PzDNjg38cWqOvL4M9vq,0.637,0.612,0.394,0.0,0.147,-5.723,0.0243,96.001,0.233,53,203226,-0.8973483224609108,0.03929527514656827,0
A Perfectly Good Heart,Taylor Swift,2006-10-24,14,0YgHuReCSPwTXYny7isLja,spotify:track:0YgHuReCSPwTXYny7isLja,0.00349,0.483,0.751,0.0,0.128,-5.726,0.0365,156.092,0.268,52,220146,1.3217181963611249,-1.2808810086564018,5
Teardrops on My Guitar - Pop Version,Taylor Swift,2006-10-24,15,1hxLyjC9D9Jpw6EAPKqWv4,spotify:track:1hxLyjC9D9Jpw6EAPKqWv4,0.0402,0.459,0.753,0.0,0.0863,-3.827,0.0537,199.997,0.483,55,179066,2.1372358020959705,-1.376087796973563,5
